template,count,first_seen,last_seen,sample
GC overhead limit warning: pause=635ms heap=<num>%,5,2026-06-01T07:20:20.073Z,2026-06-01T18:29:32.755Z,GC overhead limit warning: pause=635ms heap=99%
Health check response time elevated endpoint=/health latency=176ms,5,2026-06-01T07:37:37.869Z,2026-06-01T18:43:16.468Z,Health check response time elevated endpoint=/health latency=176ms
GC overhead limit warning: pause=311ms heap=<num>%,5,2026-06-01T07:58:25.468Z,2026-06-01T21:54:34.455Z,GC overhead limit warning: pause=311ms heap=89%
GC overhead limit warning: pause=483ms heap=<num>%,5,2026-06-01T07:58:48.300Z,2026-06-01T17:04:58.271Z,GC overhead limit warning: pause=483ms heap=86%
GC overhead limit warning: pause=541ms heap=<num>%,5,2026-06-01T08:09:16.299Z,2026-06-01T19:13:42.384Z,GC overhead limit warning: pause=541ms heap=92%
Health check response time elevated endpoint=/health latency=222ms,5,2026-06-01T08:09:56.671Z,2026-06-01T20:26:50.059Z,Health check response time elevated endpoint=/health latency=222ms
GC overhead limit warning: pause=790ms heap=<num>%,5,2026-06-01T08:23:24.646Z,2026-06-01T21:48:23.796Z,GC overhead limit warning: pause=790ms heap=86%
GC overhead limit warning: pause=232ms heap=<num>%,5,2026-06-01T08:25:47.688Z,2026-06-01T23:51:44.574Z,GC overhead limit warning: pause=232ms heap=97%
Health check response time elevated endpoint=/health latency=225ms,5,2026-06-01T08:43:08.647Z,2026-06-01T21:03:35.755Z,Health check response time elevated endpoint=/health latency=225ms
GC overhead limit warning: pause=768ms heap=<num>%,5,2026-06-01T08:53:55.674Z,2026-06-01T20:03:13.619Z,GC overhead limit warning: pause=768ms heap=95%
GC overhead limit warning: pause=476ms heap=<num>%,5,2026-06-01T08:57:06.255Z,2026-06-01T21:55:33.010Z,GC overhead limit warning: pause=476ms heap=90%
GC overhead limit warning: pause=568ms heap=<num>%,5,2026-06-01T08:57:16.916Z,2026-06-01T22:50:19.608Z,GC overhead limit warning: pause=568ms heap=97%
GC overhead limit warning: pause=480ms heap=<num>%,5,2026-06-01T09:00:58.685Z,2026-06-01T23:15:04.803Z,GC overhead limit warning: pause=480ms heap=98%
GC overhead limit warning: pause=360ms heap=<num>%,5,2026-06-01T09:14:24.331Z,2026-06-01T21:48:12.637Z,GC overhead limit warning: pause=360ms heap=92%
GC overhead limit warning: pause=556ms heap=<num>%,5,2026-06-01T09:21:48.489Z,2026-06-01T23:16:24.190Z,GC overhead limit warning: pause=556ms heap=91%
Health check response time elevated endpoint=/health latency=184ms,5,2026-06-01T09:22:22.963Z,2026-06-01T21:41:48.338Z,Health check response time elevated endpoint=/health latency=184ms
GC overhead limit warning: pause=772ms heap=<num>%,5,2026-06-01T09:26:07.344Z,2026-06-01T21:22:19.882Z,GC overhead limit warning: pause=772ms heap=98%
GC overhead limit warning: pause=331ms heap=<num>%,5,2026-06-01T09:40:00.231Z,2026-06-01T23:39:07.428Z,GC overhead limit warning: pause=331ms heap=85%
GC overhead limit warning: pause=424ms heap=<num>%,5,2026-06-01T09:48:23.071Z,2026-06-01T22:31:41.561Z,GC overhead limit warning: pause=424ms heap=97%
GC overhead limit warning: pause=529ms heap=<num>%,5,2026-06-01T10:01:46.340Z,2026-06-01T22:43:25.826Z,GC overhead limit warning: pause=529ms heap=87%
GC overhead limit warning: pause=552ms heap=<num>%,5,2026-06-01T10:23:11.877Z,2026-06-01T22:35:44.207Z,GC overhead limit warning: pause=552ms heap=97%
GC overhead limit warning: pause=253ms heap=<num>%,5,2026-06-01T10:28:10.273Z,2026-06-01T22:55:06.241Z,GC overhead limit warning: pause=253ms heap=93%
GC overhead limit warning: pause=722ms heap=<num>%,5,2026-06-01T10:33:18.934Z,2026-06-01T22:20:08.890Z,GC overhead limit warning: pause=722ms heap=90%
GC overhead limit warning: pause=755ms heap=<num>%,5,2026-06-01T10:52:13.031Z,2026-06-01T20:05:17.581Z,GC overhead limit warning: pause=755ms heap=98%
Slow response detected endpoint=/api/cart latency=750ms,5,2026-06-01T11:00:16.128Z,2026-06-01T23:14:23.281Z,Slow response detected endpoint=/api/cart latency=750ms
Health check response time elevated endpoint=/health latency=221ms,5,2026-06-01T11:04:35.462Z,2026-06-01T21:21:51.402Z,Health check response time elevated endpoint=/health latency=221ms
GC overhead limit warning: pause=437ms heap=<num>%,5,2026-06-01T11:11:57.754Z,2026-06-01T21:35:04.424Z,GC overhead limit warning: pause=437ms heap=87%
GC overhead limit warning: pause=544ms heap=<num>%,5,2026-06-01T11:23:14.558Z,2026-06-01T23:19:31.976Z,GC overhead limit warning: pause=544ms heap=90%
GC overhead limit warning: pause=695ms heap=<num>%,5,2026-06-01T11:26:00.876Z,2026-06-01T19:24:28.254Z,GC overhead limit warning: pause=695ms heap=89%
Health check response time elevated endpoint=/health latency=150ms,5,2026-06-01T11:34:18.953Z,2026-06-01T22:18:55.000Z,Health check response time elevated endpoint=/health latency=150ms
GC overhead limit warning: pause=204ms heap=<num>%,5,2026-06-01T11:39:36.959Z,2026-06-01T23:13:54.981Z,GC overhead limit warning: pause=204ms heap=95%
GC overhead limit warning: pause=674ms heap=<num>%,5,2026-06-01T12:07:17.546Z,2026-06-01T17:05:46.523Z,GC overhead limit warning: pause=674ms heap=93%
GC overhead limit warning: pause=392ms heap=<num>%,5,2026-06-01T12:18:11.404Z,2026-06-01T22:29:12.763Z,GC overhead limit warning: pause=392ms heap=97%
GC overhead limit warning: pause=333ms heap=<num>%,5,2026-06-01T12:21:53.142Z,2026-06-01T22:44:33.704Z,GC overhead limit warning: pause=333ms heap=98%
GC overhead limit warning: pause=642ms heap=<num>%,5,2026-06-01T12:27:28.202Z,2026-06-01T23:17:34.756Z,GC overhead limit warning: pause=642ms heap=87%
GC overhead limit warning: pause=305ms heap=<num>%,5,2026-06-01T12:42:41.844Z,2026-06-01T20:43:39.886Z,GC overhead limit warning: pause=305ms heap=93%
GC overhead limit warning: pause=443ms heap=<num>%,5,2026-06-01T12:56:08.982Z,2026-06-01T23:36:57.427Z,GC overhead limit warning: pause=443ms heap=94%
GC overhead limit warning: pause=658ms heap=<num>%,5,2026-06-01T13:32:02.418Z,2026-06-01T22:20:41.413Z,GC overhead limit warning: pause=658ms heap=88%
GC overhead limit warning: pause=730ms heap=<num>%,5,2026-06-01T13:34:51.853Z,2026-06-01T23:09:23.802Z,GC overhead limit warning: pause=730ms heap=99%
GC overhead limit warning: pause=523ms heap=<num>%,5,2026-06-01T13:53:36.105Z,2026-06-01T23:00:13.309Z,GC overhead limit warning: pause=523ms heap=90%
GC overhead limit warning: pause=495ms heap=<num>%,5,2026-06-01T14:02:38.429Z,2026-06-01T23:45:22.973Z,GC overhead limit warning: pause=495ms heap=92%
GC overhead limit warning: pause=682ms heap=<num>%,5,2026-06-01T14:10:05.209Z,2026-06-01T20:29:58.598Z,GC overhead limit warning: pause=682ms heap=97%
GC overhead limit warning: pause=286ms heap=<num>%,5,2026-06-01T14:11:34.289Z,2026-06-01T20:18:04.125Z,GC overhead limit warning: pause=286ms heap=99%
GC overhead limit warning: pause=492ms heap=<num>%,5,2026-06-01T14:13:06.793Z,2026-06-01T22:26:26.947Z,GC overhead limit warning: pause=492ms heap=96%
GC overhead limit warning: pause=557ms heap=<num>%,5,2026-06-01T14:14:54.737Z,2026-06-01T20:26:33.555Z,GC overhead limit warning: pause=557ms heap=85%
GC overhead limit warning: pause=712ms heap=<num>%,5,2026-06-01T14:16:57.370Z,2026-06-01T23:27:53.115Z,GC overhead limit warning: pause=712ms heap=96%
GC overhead limit warning: pause=558ms heap=<num>%,5,2026-06-01T14:17:40.655Z,2026-06-01T21:57:17.626Z,GC overhead limit warning: pause=558ms heap=87%
GC overhead limit warning: pause=685ms heap=<num>%,5,2026-06-01T14:20:31.649Z,2026-06-01T23:22:42.448Z,GC overhead limit warning: pause=685ms heap=85%
GC overhead limit warning: pause=202ms heap=<num>%,5,2026-06-01T14:28:15.710Z,2026-06-01T22:01:11.166Z,GC overhead limit warning: pause=202ms heap=85%
GC overhead limit warning: pause=597ms heap=<num>%,5,2026-06-01T14:31:30.661Z,2026-06-01T23:37:06.053Z,GC overhead limit warning: pause=597ms heap=91%
GC overhead limit warning: pause=592ms heap=<num>%,5,2026-06-01T14:32:12.248Z,2026-06-01T21:26:19.455Z,GC overhead limit warning: pause=592ms heap=92%
GC overhead limit warning: pause=397ms heap=<num>%,5,2026-06-01T14:33:52.709Z,2026-06-01T23:07:58.474Z,GC overhead limit warning: pause=397ms heap=85%
GC overhead limit warning: pause=326ms heap=<num>%,5,2026-06-01T14:43:50.722Z,2026-06-01T21:31:49.141Z,GC overhead limit warning: pause=326ms heap=97%
GC overhead limit warning: pause=420ms heap=<num>%,5,2026-06-01T14:46:15.490Z,2026-06-01T19:13:48.570Z,GC overhead limit warning: pause=420ms heap=91%
GC overhead limit warning: pause=273ms heap=<num>%,5,2026-06-01T14:50:44.498Z,2026-06-01T22:35:22.980Z,GC overhead limit warning: pause=273ms heap=86%
GC overhead limit warning: pause=701ms heap=<num>%,5,2026-06-01T14:58:56.852Z,2026-06-01T19:56:11.188Z,GC overhead limit warning: pause=701ms heap=91%
GC overhead limit warning: pause=201ms heap=<num>%,5,2026-06-01T14:59:13.389Z,2026-06-01T22:19:41.949Z,GC overhead limit warning: pause=201ms heap=94%
GC overhead limit warning: pause=732ms heap=<num>%,5,2026-06-01T15:10:14.222Z,2026-06-01T23:00:30.757Z,GC overhead limit warning: pause=732ms heap=91%
GC overhead limit warning: pause=251ms heap=<num>%,5,2026-06-01T15:13:35.210Z,2026-06-01T19:08:09.048Z,GC overhead limit warning: pause=251ms heap=98%
GC overhead limit warning: pause=702ms heap=<num>%,5,2026-06-01T15:13:55.618Z,2026-06-01T20:47:32.950Z,GC overhead limit warning: pause=702ms heap=95%
GC overhead limit warning: pause=200ms heap=<num>%,5,2026-06-01T15:16:17.950Z,2026-06-01T22:02:40.654Z,GC overhead limit warning: pause=200ms heap=98%
GC overhead limit warning: pause=600ms heap=<num>%,5,2026-06-01T15:17:19.475Z,2026-06-01T22:33:51.388Z,GC overhead limit warning: pause=600ms heap=87%
GC overhead limit warning: pause=666ms heap=<num>%,5,2026-06-01T15:34:13.942Z,2026-06-01T22:22:26.719Z,GC overhead limit warning: pause=666ms heap=98%
GC overhead limit warning: pause=777ms heap=<num>%,5,2026-06-01T15:39:57.413Z,2026-06-01T22:13:17.018Z,GC overhead limit warning: pause=777ms heap=92%
GC overhead limit warning: pause=547ms heap=<num>%,5,2026-06-01T15:45:05.429Z,2026-06-01T23:55:12.577Z,GC overhead limit warning: pause=547ms heap=98%
GC overhead limit warning: pause=728ms heap=<num>%,5,2026-06-01T16:12:00.268Z,2026-06-01T23:06:08.663Z,GC overhead limit warning: pause=728ms heap=99%
GC overhead limit warning: pause=230ms heap=<num>%,5,2026-06-01T16:35:31.375Z,2026-06-01T18:31:17.266Z,GC overhead limit warning: pause=230ms heap=92%
GC overhead limit warning: pause=396ms heap=<num>%,5,2026-06-01T16:36:07.342Z,2026-06-01T22:30:16.265Z,GC overhead limit warning: pause=396ms heap=91%
GC overhead limit warning: pause=531ms heap=<num>%,5,2026-06-01T16:54:33.805Z,2026-06-01T21:47:35.358Z,GC overhead limit warning: pause=531ms heap=86%
GC overhead limit warning: pause=491ms heap=<num>%,5,2026-06-01T17:30:14.641Z,2026-06-01T23:20:05.993Z,GC overhead limit warning: pause=491ms heap=95%
GC overhead limit warning: pause=363ms heap=<num>%,5,2026-06-01T17:41:47.924Z,2026-06-01T23:59:41.237Z,GC overhead limit warning: pause=363ms heap=89%
GC overhead limit warning: pause=489ms heap=<num>%,5,2026-06-01T18:05:08.704Z,2026-06-01T22:55:08.740Z,GC overhead limit warning: pause=489ms heap=94%
GC overhead limit warning: pause=582ms heap=<num>%,5,2026-06-01T18:31:27.936Z,2026-06-01T23:15:26.292Z,GC overhead limit warning: pause=582ms heap=93%
GC overhead limit warning: pause=434ms heap=<num>%,5,2026-06-01T18:50:18.340Z,2026-06-01T22:48:08.203Z,GC overhead limit warning: pause=434ms heap=87%
GC overhead limit warning: pause=231ms heap=<num>%,5,2026-06-01T19:39:21.930Z,2026-06-01T21:46:55.329Z,GC overhead limit warning: pause=231ms heap=93%
GC overhead limit warning: pause=571ms heap=<num>%,5,2026-06-01T19:48:13.548Z,2026-06-01T22:50:46.581Z,GC overhead limit warning: pause=571ms heap=92%
Health check response time elevated endpoint=/health latency=158ms,4,2026-06-01T00:16:46.609Z,2026-06-01T21:37:55.814Z,Health check response time elevated endpoint=/health latency=158ms
Health check response time elevated endpoint=/health latency=153ms,4,2026-06-01T01:07:17.603Z,2026-06-01T21:47:44.120Z,Health check response time elevated endpoint=/health latency=153ms
Health check response time elevated endpoint=/health latency=198ms,4,2026-06-01T01:18:19.714Z,2026-06-01T22:16:34.961Z,Health check response time elevated endpoint=/health latency=198ms
Health check response time elevated endpoint=/health latency=205ms,4,2026-06-01T01:33:00.497Z,2026-06-01T23:35:52.801Z,Health check response time elevated endpoint=/health latency=205ms
Health check response time elevated endpoint=/health latency=202ms,4,2026-06-01T02:12:11.601Z,2026-06-01T21:18:39.430Z,Health check response time elevated endpoint=/health latency=202ms
Health check response time elevated endpoint=/health latency=178ms,4,2026-06-01T02:19:09.845Z,2026-06-01T13:12:44.697Z,Health check response time elevated endpoint=/health latency=178ms
Health check response time elevated endpoint=/health latency=214ms,4,2026-06-01T03:45:14.166Z,2026-06-01T20:29:30.319Z,Health check response time elevated endpoint=/health latency=214ms
Health check response time elevated endpoint=/health latency=241ms,4,2026-06-01T05:58:03.962Z,2026-06-01T20:26:28.111Z,Health check response time elevated endpoint=/health latency=241ms
Health check response time elevated endpoint=/health latency=234ms,4,2026-06-01T06:24:01.691Z,2026-06-01T17:35:27.344Z,Health check response time elevated endpoint=/health latency=234ms
GC overhead limit warning: pause=721ms heap=<num>%,4,2026-06-01T06:31:11.234Z,2026-06-01T19:30:30.436Z,GC overhead limit warning: pause=721ms heap=94%
GC overhead limit warning: pause=468ms heap=<num>%,4,2026-06-01T06:34:15.272Z,2026-06-01T22:45:57.855Z,GC overhead limit warning: pause=468ms heap=86%
GC overhead limit warning: pause=236ms heap=<num>%,4,2026-06-01T06:46:24.670Z,2026-06-01T23:52:23.637Z,GC overhead limit warning: pause=236ms heap=90%
Health check response time elevated endpoint=/health latency=213ms,4,2026-06-01T06:48:25.055Z,2026-06-01T16:46:01.845Z,Health check response time elevated endpoint=/health latency=213ms
Health check response time elevated endpoint=/health latency=224ms,4,2026-06-01T06:56:58.313Z,2026-06-01T22:05:42.723Z,Health check response time elevated endpoint=/health latency=224ms
GC overhead limit warning: pause=586ms heap=<num>%,4,2026-06-01T06:59:28.722Z,2026-06-01T23:10:15.836Z,GC overhead limit warning: pause=586ms heap=99%
GC overhead limit warning: pause=564ms heap=<num>%,4,2026-06-01T07:02:49.596Z,2026-06-01T23:36:19.963Z,GC overhead limit warning: pause=564ms heap=97%
GC overhead limit warning: pause=615ms heap=<num>%,4,2026-06-01T07:04:21.235Z,2026-06-01T20:38:05.037Z,GC overhead limit warning: pause=615ms heap=88%
GC overhead limit warning: pause=699ms heap=<num>%,4,2026-06-01T07:12:11.465Z,2026-06-01T14:52:39.733Z,GC overhead limit warning: pause=699ms heap=87%
GC overhead limit warning: pause=507ms heap=<num>%,4,2026-06-01T07:14:07.673Z,2026-06-01T19:40:38.601Z,GC overhead limit warning: pause=507ms heap=88%
Slow response detected endpoint=/api/cart latency=1783ms,4,2026-06-01T07:18:05.609Z,2026-06-01T21:10:02.665Z,Slow response detected endpoint=/api/cart latency=1783ms
GC overhead limit warning: pause=399ms heap=<num>%,4,2026-06-01T07:19:44.028Z,2026-06-01T21:58:26.827Z,GC overhead limit warning: pause=399ms heap=94%
Health check response time elevated endpoint=/health latency=155ms,4,2026-06-01T07:24:36.415Z,2026-06-01T21:03:17.756Z,Health check response time elevated endpoint=/health latency=155ms
Health check response time elevated endpoint=/health latency=163ms,4,2026-06-01T07:26:24.371Z,2026-06-01T22:12:13.006Z,Health check response time elevated endpoint=/health latency=163ms
GC overhead limit warning: pause=315ms heap=<num>%,4,2026-06-01T07:32:52.878Z,2026-06-01T23:32:48.741Z,GC overhead limit warning: pause=315ms heap=99%
GC overhead limit warning: pause=301ms heap=<num>%,4,2026-06-01T07:46:56.291Z,2026-06-01T22:13:49.913Z,GC overhead limit warning: pause=301ms heap=86%
GC overhead limit warning: pause=250ms heap=<num>%,4,2026-06-01T08:08:42.382Z,2026-06-01T22:35:25.669Z,GC overhead limit warning: pause=250ms heap=98%
GC overhead limit warning: pause=449ms heap=<num>%,4,2026-06-01T08:16:02.743Z,2026-06-01T22:26:32.735Z,GC overhead limit warning: pause=449ms heap=85%
GC overhead limit warning: pause=307ms heap=<num>%,4,2026-06-01T08:17:18.254Z,2026-06-01T23:18:45.927Z,GC overhead limit warning: pause=307ms heap=99%
GC overhead limit warning: pause=474ms heap=<num>%,4,2026-06-01T08:23:01.876Z,2026-06-01T20:52:17.330Z,GC overhead limit warning: pause=474ms heap=94%
GC overhead limit warning: pause=604ms heap=<num>%,4,2026-06-01T08:28:16.345Z,2026-06-01T20:51:21.209Z,GC overhead limit warning: pause=604ms heap=94%
